target_id	length	eff_length	est_counts	tpm
AT1G74055.1	583	404	2	6.48423
AT1G19960.1	425	246	12	63.8934
AT1G35560.1	1410	1231	7	7.44818
AT1G66900.1	1398	1219	19	20.4155
AT1G32620.1	38	3.25322	0	0
AT1G60310.1	1550	1371	0	0
AT1G74050.1	1037	858	124.953	190.752
AT1G33290.1	1281	1102	23	27.3373
AT1G06450.1	1380	1201	3.05055	3.32694
AT1G05740.1	438	259	0	0
AT1G20210.1	72	4.02165	0	0
AT1G11960.1	2660	2481	22	11.6146
AT1G11670.1	1964	1785	12	8.80548
AT1G39830.1	6012	5833	0	0
AT1G15690.1	2772	2593	283	142.953
AT1G03870.1	1035	856	57	87.219
AT1G68170.1	1074	895	0	0
AT1G15460.1	2352	2173	0	0
AT1G13010.1	73	4.05064	0	0
AT1G60320.1	516	337	0	0
AT1G19950.1	1353	1174	5	5.57843
AT1G06630.1	1745	1566	13	10.8733
AT1G74060.1	977	798	118.047	193.759
AT1G67010.1	915	736	0	0
AT1G16450.1	73	4.05064	0	0
AT1G60340.1	1116	937	0	0
AT1G66280.1	1870	1691	41.7128	32.3099
AT1G11810.1	1304	1125	0	0
AT1G17960.1	1565	1386	2	1.89006
AT1G17660.1	72	4.02165	0	0
AT1G15700.1	1250	1071	6	7.3379
AT1G33080.1	1685	1506	6	5.21839
AT1G15840.1	923	744	0	0
AT1G74380.1	1877	1698	19	14.6563
AT1G42120.1	72	4.02165	0	0
AT1G79740.1	2041	1862	9	6.33101
AT1G03850.1	887	708	10	18.5002
AT1G60350.1	963	784	0	0
AT1G17950.1	1123	944	0	0
AT1G35350.1	2256	2077	12	7.56754
AT1G74390.1	1765	1586	2	1.65172
AT1G68185.1	1027	848	11	16.9905
AT1G71240.1	2676	2497	6	3.14733
AT1G35550.1	631	452	0	0
AT1G15850.1	423	244	0	0
AT1G55930.1	2239	2060	8	5.08666
AT1G53580.1	1236	1057	52	64.4374
AT1G11803.1	276	97.0001	0	0
AT1G18430.1	72	4.02165	0	0
AT1G06740.1	2591	2412	3	1.62912
AT1G74070.1	1330	1151	22	25.0356
AT1G28860.1	72	4.02165	0	0
AT1G11950.1	2955	2776	7	3.30285
AT1G20220.1	1387	1208	29	31.4442
AT1G11806.1	1053	874	0	0
AT1G68180.1	941	762	0	0
AT1G32630.1	869	690	5	9.49141
AT1G60330.1	355	176	0	0
AT1G32880.1	552	373	0	0
AT1G43610.1	768	589	0	0
AT1G33090.1	1815	1636	1	0.80062
AT1G66780.1	1458	1279	1	1.02409
AT1G57130.1	37	3.23562	0	0
AT1G71470.1	629	450	0	0
AT1G77190.1	82	4.33389	0	0
AT1G74120.1	1987	1808	1	0.724455
AT1G34790.1	1112	933	0	0
AT1G43575.1	1036	857	0	0
AT1G50400.1	1157	978	0	0
AT1G48760.1	3383	3204	16.6477	6.80567
AT1G28280.1	1402	1223	13	13.9228
AT1G33030.1	1232	1053	1	1.24389
AT1G56910.1	82	4.33389	0	0
AT1G35190.1	1353	1174	15	16.7353
AT1G62650.1	369	190	0	0
AT1G48510.1	1419	1240	1	1.0563
AT1G43570.1	1047	868	0	0
AT1G74430.1	1362	1183	0	0
AT1G43270.1	4412	4233	1	0.309429
AT1G68380.1	1343	1164	0	0
AT1G73940.1	736	557	30	70.5466
AT1G11920.1	1155	976	0	0
AT1G43750.1	1878	1699	0	0
AT1G35330.1	984	805	1	1.6271
AT1G66770.1	786	607	0	0
AT1G67730.1	1418	1239	50	52.8577
AT1G38140.1	2088	1909	0	0
AT1G50390.1	441	262	0	0
AT1G05980.1	72	4.02165	0	0
AT1G57710.1	71	3.99311	0	0
AT1G80430.1	82	4.33389	0	0
AT1G53650.1	1501	1322	4	3.96313
AT1G62940.1	1648	1469	0	0
AT1G43000.1	651	472	0	0
AT1G62600.1	1532	1353	17	16.4574
AT1G50510.1	1379	1200	9	9.82361
AT1G28270.1	833	654	0	0
AT1G78960.1	2578	2399	3	1.63795
AT1G48750.1	544	365	53.3523	191.457
AT1G68480.1	1224	1045	0	0
AT1G79980.1	74	4.0801	0	0
AT1G72780.1	82	4.33389	0	0
AT1G28300.1	1317	1138	0	0
AT1G78995.1	866	687	5	9.53286
AT1G66980.1	3561	3382	30	11.6187
AT1G67830.1	1256	1077	12	14.594
AT1G12150.1	1759	1580	0	0
AT1G43560.1	814	635	34	70.1318
AT1G32600.1	882	703	0	0
AT1G68640.1	1762	1583	0	0
AT1G04120.1	5277	5098	42	10.7909
AT1G05920.1	1477	1298	0	0
AT1G43755.1	2571	2392	0	0
AT1G13720.1	72	4.02165	0	0
AT1G65830.1	82	4.33389	0	0
AT1G55520.1	1206	1027	18	22.9568
AT1G56990.1	37	3.23562	0	0
AT1G76330.1	82	4.33389	0	0
AT1G11700.1	877	698	7	13.1357
AT1G38131.1	2269	2090	9	5.64035
AT1G05940.1	1955	1776	15	11.0626
AT1G11915.1	1203	1024	2	2.55823
AT1G11690.1	744	565	0	0
AT1G66320.1	1603	1424	0	0
AT1G28290.1	1436	1257	163	169.849
AT1G20160.1	2405	2226	33	19.4177
AT1G05770.1	747	568	2	4.61202
AT1G35320.1	1348	1169	12	13.4455
AT1G43280.1	1744	1565	0	0
AT1G33270.1	1588	1409	17	15.8033
AT1G43100.1	1335	1156	0	0
AT1G48430.1	2137	1958	18	12.0412
AT1G05930.1	957	778	0	0
AT1G34967.1	4227	4048	0	0
AT1G32780.1	1668	1489	1	0.879661
AT1G48770.1	540	361	4	14.5132
AT1G35186.1	1378	1199	0	0
AT1G79020.1	1893	1714	10	7.64186
AT1G32610.1	1533	1354	0	0
AT1G68650.1	962	783	4	6.69126
AT1G19990.1	893	714	4	7.3379
AT1G43260.1	885	706	0	0
AT1G05950.1	2056	1877	3	2.09347
AT1G43590.1	507	328	5	19.9667
AT1G20180.1	1481	1302	0	0
AT1G67810.1	862	683	0	0
AT1G57080.1	37	3.23562	0	0
AT1G04130.1	1315	1136	5	5.76503
AT1G67750.1	1637	1458	7	6.28855
AT1G57100.1	37	3.23562	0	0
AT1G11925.1	803	624	0	0
AT1G79240.1	73	4.05064	0	0
AT1G28350.1	2554	2375	20.4999	11.3057
AT1G11930.1	1102	923	35	49.668
AT1G38149.1	2886	2707	0	0
AT1G62920.1	783	604	1	2.16857
AT1G74090.1	1285	1106	27	31.9756
AT1G19980.1	1534	1355	3	2.89996
AT1G53660.1	999	820	1	1.59734
AT1G78250.1	38	3.25322	0	0
AT1G50520.1	1754	1575	14	11.6428
AT1G38176.1	1404	1225	0	0
AT1G66290.1	1362	1183	0	0
AT1G60390.1	2092	1913	2	1.36938
AT1G57110.1	37	3.23562	0	0
AT1G35170.1	745	566	0	0
AT1G61020.1	74	4.0801	0	0
AT1G43730.1	963	784	0	0
AT1G42980.1	1089	910	0	0
AT1G38158.1	2505	2326	0	0
AT1G38167.1	3570	3391	0	0
AT1G15215.2	1089	910	6	8.63614
AT1G52350.1	74	4.0801	0	0
AT1G20000.1	615	436	0	0
AT1G57070.1	37	3.23562	0	0
AT1G35180.1	894	715	7	12.8234
AT1G28430.1	1566	1387	0	0
AT1G35183.1	153	9.8295	0	0
AT1G43580.1	1523	1344	32	31.1861
AT1G04010.1	2399	2220	3	1.77002
AT1G43740.1	2049	1870	0	0
AT1G15440.1	2855	2676	12	5.87361
AT1G76370.1	1602	1423	0	0
AT1G15210.1	4533	4354	17.0658	5.1339
AT1G43745.1	2609	2430	0	0
AT1G74110.1	1614	1435	0	0
AT1G15130.1	2823	2644	42	20.8064
AT1G66310.1	1329	1150	0	0
AT1G71692.1	1082	903	0	0
AT1G57010.1	37	3.23562	0	0
AT1G42990.1	1102	923	17	24.1244
AT1G62935.1	531	352	1	3.72106
AT1G68470.1	1539	1360	5	4.8155
AT1G62930.1	2150	1971	1.12022	0.744437
AT1G74100.1	1350	1171	27	30.2007
AT1G03750.1	2683	2504	8.73193	4.56757
AT1G67820.1	1447	1268	2	2.06595
AT1G76360.1	1888	1709	10	7.66422
AT1G76880.1	2200	2021	15.9385	10.3298
AT1G66300.1	1371	1192	0	0
AT1G11680.1	1832	1653	55	43.5813
AT1G71270.1	2471	2292	30	17.1442
AT1G15125.1	1056	877	2	2.98703
AT1G33180.1	308	129	0	0
AT1G57020.1	37	3.23562	0	0
AT1G79050.1	1482	1303	17	17.0889
AT1G57040.1	37	3.23562	0	0
AT1G57050.1	37	3.23562	0	0
AT1G05760.1	634	455	2.78817	8.02635
AT1G67740.1	1087	908	866	1249.23
AT1G35360.1	755	576	0	0
AT1G03640.1	73	4.05064	0	0
AT1G28880.1	72	4.02165	0	0
AT1G62270.1	1152	973	0	0
AT1G17670.1	74	4.0801	0	0
AT1G28370.1	972	793	1	1.65172
AT1G12090.1	879	700	320	598.772
AT1G03620.1	860	681	3	5.77011
AT1G74360.1	3592	3413	2	0.767545
AT1G34610.1	2994	2815	0	0
AT1G43722.1	975	796	0	0
AT1G38350.1	2668	2489	0	0
AT1G43220.2	1032	853	0	0
AT1G15620.1	886	707	0	0
AT1G20470.1	610	431	0	0
AT1G12100.1	399	220	0	0
AT1G57190.1	37	3.23562	0	0
AT1G17750.1	3379	3200	3	1.22795
AT1G53550.1	1227	1048	0	0
AT1G18000.1	1687	1508	0	0
AT1G35370.1	4493	4314	0	0
AT1G35143.1	126	6.66748	0	0
AT1G48140.1	689	510	8	20.5461
AT1G24080.1	74	4.0801	0	0
AT1G29170.1	3063	2884	15	6.81249
AT1G06475.1	553	374	0	0
AT1G11765.1	635	456	0	0
AT1G22600.1	1355	1176	0	0
AT1G35140.1	1132	953	3	4.12324
AT1G48145.1	354	175	0	0
AT1G20480.1	1884	1705	1	0.76822
AT1G78970.2	2477	2298	31	17.6694
AT1G60910.1	71	3.99311	0	0
AT1G15260.1	814	635	14	28.8778
AT1G43720.1	945	766	0	0
AT1G38790.1	453	274	0	0
AT1G18010.1	1587	1408	30	27.908
AT1G57200.1	37	3.23562	0	0
AT1G67785.1	223	44.7603	25	731.571
AT1G06610.1	73	4.05064	0	0
AT1G38360.1	8397	8218	0	0
AT1G35600.1	2694	2515	0	0
AT1G19920.1	1801	1622	29	23.4184
AT1G33170.1	2240	2061	26	16.5236
AT1G28220.1	1056	877	0	0
AT1G48150.1	972	793	0	0
AT1G08870.1	73	4.05064	0	0
AT1G15650.1	82	4.33389	0	0
AT1G03900.1	1198	1019	51	65.555
AT1G12510.1	74	4.0801	0	0
AT1G74370.1	1125	946	8	11.0767
AT1G03980.1	2337	2158	0	0
AT1G28440.1	3357	3178	85	35.0328
AT1G67790.1	1731	1552	0.12937	0.109182
AT1G66480.1	965	786	3	4.99929
AT1G71840.1	1601	1422	11	10.1322
AT1G62280.1	1365	1186	0	0
AT1G03970.1	1148	969	19	25.6826
AT1G71700.1	71	3.99311	0	0
AT1G67025.1	1274	1095	1	1.19618
AT1G19910.1	858	679	127	244.987
AT1G38380.1	1137	958	0	0
AT1G17760.1	2652	2473	10	5.29646
AT1G28360.1	893	714	0	0
AT1G43723.1	1308	1129	0	0
AT1G43724.1	864	685	0	0
AT1G15250.1	542	363	14	50.5163
AT1G76520.1	1519	1340	15	14.6621
AT1G07580.1	73	4.05064	0	0
AT1G32650.1	75	4.11003	0	0
AT1G73960.1	4314	4135	25	7.91907
AT1G11770.1	1701	1522	0	0
AT1G12110.1	2136	1957	69	46.1815
AT1G17990.1	1532	1353	15.3314	14.8421
AT1G43725.1	4033	3854	0	0
AT1G18020.1	1179	1000	35.6686	46.7192
AT1G43715.1	2312	2133	0	0
AT1G37275.1	375	196	0	0
AT1G20490.1	1856	1677	1	0.781046
AT1G06580.1	2052	1873	2	1.39863
AT1G05800.1	1416	1237	0	0
AT1G37210.1	2706	2527	0	0
AT1G43205.1	414	235	0	0
AT1G33020.1	1647	1468	0	0
AT1G11760.1	847	668	10	19.608
AT1G50260.1	2334	2155	12	7.29363
AT1G12450.1	1285	1106	4	4.73712
AT1G57250.1	37	3.23562	0	0
AT1G35440.1	744	565	0	0
AT1G03905.1	1141	962	1.23428	1.68054
AT1G35450.1	1343	1164	0	0
AT1G35130.1	686	507	0	0
AT1G67960.1	2117	1938	9	6.08273
AT1G57260.1	37	3.23562	0	0
AT1G50370.1	1461	1282	29.6712	30.315
AT1G74350.1	2262	2083	3	1.88644
AT1G06830.1	505	326	3	12.0535
AT1G06570.1	1554	1375	50.6315	48.2312
AT1G35120.1	329	150	0	0
AT1G63060.1	664	485	0	0
AT1G57280.1	37	3.23562	0	0
AT1G48110.1	2582	2403	19	10.3564
AT1G73880.1	1824	1645	7	5.57368
AT1G15600.1	1246	1067	0	0
AT1G28380.1	2202	2023	17	11.0068
AT1G06490.1	5991	5812	2	0.450728
AT1G43710.1	1749	1570	54	45.051
AT1G37200.1	5318	5139	0	0
AT1G48120.1	4346	4167	10	3.1433
AT1G29160.1	528	349	1	3.75305
AT1G53220.1	74	4.0801	0	0
AT1G71460.1	2333	2154	3	1.82425
AT1G66510.1	1407	1228	6	6.39975
AT1G15490.1	2664	2485	9	4.7438
AT1G48130.1	986	807	4	6.49227
AT1G12350.1	1279	1100	17	20.2426
AT1G15610.1	768	589	0	0
AT1G50380.1	2597	2418	23	12.4589
AT1G67120.1	16347	16168	14	1.13418
AT1G66500.1	1502	1323	4	3.96014
AT1G57220.1	37	3.23562	0	0
AT1G33160.1	523	344	0	0
AT1G66490.1	1083	904	0	0
AT1G06800.1	1912	1733	3	2.26742
AT1G35610.1	1839	1660	0	0
AT1G06590.1	3104	2925	1	0.4478
AT1G48820.1	1686	1507	0	0
AT1G79710.1	2585	2406	12.2771	6.68361
AT1G43210.1	2357	2178	0	0
AT1G35375.1	423	244	0	0
AT1G38340.1	1479	1300	0	0
AT1G06170.1	1547	1368	0	0
AT1G73885.1	579	400	107	350.375
AT1G76530.1	1441	1262	0	0
AT1G18030.1	1423	1244	9.39651	9.89364
AT1G06820.1	1999	1820	12	8.63614
AT1G34660.1	1506	1327	0	0
AT1G57230.1	37	3.23562	0	0
AT1G15270.1	479	300	89	388.578
AT1G06810.1	609	430	1	3.04608
AT1G15480.1	2081	1902	10	6.88651
AT1G34600.1	4670	4491	0	0
AT1G62430.1	1856	1677	18	14.0588
AT1G68860.1	74	4.0801	0	0
AT1G53540.1	648	469	1	2.79278
AT1G38194.1	885	706	0	0
AT1G30830.1	74	4.0801	0	0
AT1G69130.1	74	4.0801	0	0
AT1G57170.1	37	3.23562	0	0
AT1G05720.1	782	603	19	41.2711
AT1G38390.1	531	352	0	0
AT1G28230.1	1250	1071	9	11.0068
AT1G68130.1	1769	1590	4	3.29513
AT1G53570.1	2410	2231	15	8.80646
AT1G75070.1	72	4.02165	0	0
AT1G71235.1	447	268	0	0
AT1G79720.1	1681	1502	15.7229	13.7111
AT1G39590.1	6198	6019	0	0
AT1G73900.1	72	4.02165	0	0
AT1G06470.1	1834	1655	10	7.91429
AT1G68970.1	73	4.05064	0	0
AT1G17820.1	2856	2677	15	7.33927
AT1G43245.1	1824	1645	8	6.36992
AT1G15880.1	1099	920	24	34.1691
AT1G68140.1	1678	1499	39	34.0779
AT1G03990.1	2277	2098	4	2.49726
AT1G39670.1	2086	1907	0	0
AT1G33300.1	312	133	0	0
AT1G76490.1	2557	2378	381	209.857
AT1G56880.1	82	4.33389	0	0
AT1G64420.1	73	4.05064	0	0
AT1G11970.1	300	121	0	0
AT1G15890.1	2907	2728	0	0
AT1G17800.1	545	366	0	0
AT1G48800.1	1812	1633	0	0
AT1G32640.1	2179	2000	22	14.408
AT1G11790.1	1660	1481	9	7.95971
AT1G76500.1	1036	857	3	4.58512
AT1G06770.1	1797	1618	7	5.66669
AT1G39515.1	1836	1657	0	0
AT1G04160.1	4503	4324	8	2.42334
AT1G76000.1	72	4.02165	0	0
AT1G15660.1	2375	2196	9	5.36809
AT1G11660.1	2617	2438	32	17.192
AT1G56820.1	82	4.33389	0	0
AT1G56850.1	82	4.33389	0	0
AT1G50250.1	2473	2294	133	75.9396
AT1G62450.1	672	493	0	0
AT1G39750.1	408	229	0	0
AT1G15190.1	1150	971	0	0
AT1G17970.1	1505	1326	13	12.8413
AT1G73890.1	582	403	4	13.0006
AT1G20225.1	927	748	24	42.0261
AT1G15670.1	1539	1360	22	21.1882
AT1G17830.1	1589	1410	2	1.85789
AT1G68160.1	1451	1272	5	5.14864
AT1G32480.1	908	729	0	0
AT1G06760.1	1090	911	24	34.5066
AT1G20450.1	1514	1335	428	419.926
AT1G35570.1	711	532	0	0
AT1G60300.1	969	790	0	0
AT1G11030.1	74	4.0801	0	0
AT1G22320.1	38	3.25322	0	0
AT1G15680.1	1233	1054	0	0
AT1G06460.1	1226	1047	49.9494	62.4876
AT1G15230.1	1030	851	30	46.1744
AT1G19940.1	1789	1610	2	1.6271
AT1G38630.1	246	67.0317	0	0
AT1G35580.1	2066	1887	80	55.53
AT1G68150.1	1228	1049	1	1.24863
AT1G66650.1	990	811	0	0
AT1G04720.1	38	3.25322	0	0
AT1G15870.1	982	803	1	1.63115
AT1G76850.1	3552	3373	42.1557	16.3701
AT1G35365.1	540	361	0	0
AT1G04000.1	1014	835	18	28.2355
AT1G49020.1	72	4.02165	0	0
AT1G11010.1	38	3.25322	0	0
AT1G03880.1	1633	1454	0	0
AT1G48550.1	1245	1066	7	8.60104
AT1G66790.1	183	17.7996	0	0
AT1G43820.1	72	4.02165	0	0
AT1G04150.1	3039	2860	1	0.457977
AT1G68950.1	73	4.05064	0	0
AT1G01890.1	73	4.05064	0	0
AT1G66440.1	2181	2002	2	1.30851
AT1G76840.1	531	352	0	0
AT1G12460.1	3289	3110	11	4.63279
AT1G62290.1	1821	1642	9	7.17925
AT1G05790.1	2184	2005	12	7.83929
AT1G38710.1	4052	3873	0	0
AT1G03890.1	1520	1341	0	0
AT1G67940.1	1063	884	11.7566	17.4197
AT1G48810.1	991	812	0	0
AT1G79290.1	72	4.02165	0	0
AT1G62440.1	2481	2302	2	1.13798
AT1G48080.1	73	4.05064	0	0
AT1G55625.1	82	4.33389	0	0
AT1G48400.1	1542	1363	0	0
AT1G35590.1	3903	3724	0	0
AT1G71695.1	1318	1139	86	98.8973
AT1G13840.1	73	4.05064	0	0
AT1G17770.1	2082	1903	0	0
AT1G13850.1	73	4.05064	0	0
AT1G17570.1	82	4.33389	0	0
AT1G57140.1	37	3.23562	0	0
AT1G15630.1	1073	894	0	0
AT1G20460.1	465	286	1	4.57977
AT1G57160.1	37	3.23562	0	0
AT1G15470.1	1416	1237	12	12.7064
AT1G39511.1	2907	2728	0	0
AT1G32900.1	2192	2013	29	18.8697
AT1G01870.1	73	4.05064	0	0
AT1G71230.1	1317	1138	1	1.15098
AT1G12120.1	1955	1776	30	22.1252
AT1G76830.1	1122	943	0	0
AT1G66470.1	1399	1220	4	4.29447
AT1G66620.1	1051	872	2	3.00416
AT1G43230.1	330	151	0	0
AT1G79300.1	72	4.02165	0	0
AT1G35460.1	1151	972	13	17.5181
AT1G53560.1	651	472	18	49.9506
AT1G62950.1	2846	2667	9	4.42007
AT1G48160.1	1042	863	28	42.4969
AT1G32760.1	1082	903	3	4.35154
AT1G12470.1	3236	3057	36.396	15.5944
AT1G17790.1	1768	1589	4	3.29721
AT1G02760.1	73	4.05064	0	0
AT1G35465.1	735	556	0	0
AT1G66460.1	1563	1384	0	0
AT1G05730.1	1146	967	0	0
AT1G48405.1	894	715	0	0
AT1G66640.1	1251	1072	1	1.22184
AT1G56790.1	82	4.33389	0	0
AT1G54670.1	73	4.05064	0	0
AT1G12140.1	2146	1967	9	5.99305
AT1G66450.1	2103	1924	1	0.680777
AT1G19930.1	1035	856	0	0
AT1G34620.1	3610	3431	0	0
AT1G17780.2	1289	1110	9	10.6201
AT1G56760.1	82	4.33389	0	0
AT1G15640.1	1071	892	0	0
AT1G56730.1	82	4.33389	0	0
AT1G39513.1	1836	1657	0	0
AT1G12130.1	1413	1234	0	0
AT1G43240.1	2264	2085	0	0
AT1G66630.1	1105	926	0	0
AT1G67930.1	2668	2489	18	9.47234
AT1G55920.1	1332	1153	34	38.6242
AT1G11780.1	1831	1652	8	6.34293
AT1G06620.1	1292	1113	11	12.9452
AT1G76640.1	480	301	0	0
AT1G11980.1	237	58.1281	0	0
AT1G20250.1	73	4.05064	0	0
AT1G16100.1	73	4.05064	0	0
AT1G11655.1	503	324	2	8.08528
AT1G26490.1	73	4.05064	0	0
AT1G32770.1	1077	898	0	0
AT1G35200.1	409	230	0	0
AT1G59570.1	82	4.33389	0	0
AT1G38416.1	834	655	0	0
AT1G15415.1	480	301	0	0
AT1G43030.1	4370	4191	0	0
AT1G71070.1	1792	1613	8	6.49629
AT1G12270.1	1949	1770	21	15.5402
AT1G74570.1	81	4.3003	0	0
AT1G06720.1	3657	3478	23	8.6618
AT1G06660.1	1694	1515	6.18451	5.34691
AT1G37603.1	1851	1672	0	0
AT1G48250.1	1065	886	0	0
AT1G06150.1	4607	4428	0	0
AT1G34750.1	1515	1336	8	7.8432
AT1G33200.1	2912	2733	1	0.479259
AT1G64120.1	84	4.40283	0	0
AT1G48260.1	1606	1427	0	0
AT1G17680.1	3176	2997	10	4.37042
AT1G48710.1	4059	3880	0	0
AT1G15760.1	609	430	0	0
AT1G53620.1	497	318	0	0
AT1G60420.1	1992	1813	29	20.9513
AT1G68290.1	1094	915	0	0
AT1G09110.1	72	4.02165	0	0
AT1G20170.1	72	4.02165	0	0
AT1G76950.1	3980	3801	17	5.85816
AT1G20350.1	880	701	0	0
AT1G28395.2	635	456	4	11.4896
AT1G48460.1	1297	1118	7	8.20099
AT1G76680.2	1511	1332	24	23.6003
AT1G06140.1	1677	1498	2	1.74875
AT1G15770.1	947	768	0	0
AT1G17860.1	738	559	59.8073	140.137
AT1G06135.1	546	367	0	0
AT1G17870.1	1856	1677	7.19272	5.61784
AT1G60090.1	1539	1360	0	0
AT1G20060.1	2981	2802	2	0.934914
AT1G35310.1	791	612	4	8.56088
AT1G57120.1	82	4.33389	0	0
AT1G12540.1	1000	821	0	0
AT1G74190.1	2898	2719	0	0
AT1G04050.1	2675	2496	4	2.09906
AT1G35500.1	417	238	0	0
AT1G62150.1	1736	1557	2	1.68249
AT1G28323.1	3331	3152	0	0
AT1G32820.1	1989	1810	0	0
AT1G61910.1	80	4.26726	0	0
AT1G71060.1	1533	1354	1	0.967367
AT1G60410.1	1460	1281	0	0
AT1G11870.2	1777	1598	14	11.4752
AT1G06700.1	1535	1356	53	51.1948
AT1G32570.1	377	198	0	0
AT1G37669.1	2565	2386	0	0
AT1G49460.1	37	3.23562	0	0
AT1G38430.1	3547	3368	0	0
AT1G50100.1	80	4.26726	0	0
AT1G43040.1	315	136	0	0
AT1G15420.1	1112	933	12	16.8465
AT1G32560.1	696	517	1	2.53349
AT1G62620.1	1514	1335	2	1.96227
AT1G06710.1	3418	3239	5	2.02194
AT1G57150.1	82	4.33389	0	0
AT1G17880.1	778	599	106	231.787
AT1G62540.1	1740	1561	3	2.51726
AT1G15165.1	1036	857	1	1.52837
AT1G04040.1	1063	884	66.4302	98.429
AT1G06410.1	3158	2979	107	47.0461
AT1G35230.1	615	436	0	0
AT1G71340.1	2390	2211	21	12.4406
AT1G43330.1	357	178	0	0
AT1G76670.1	1666	1487	32	28.187
AT1G50200.1	3407	3228	148	60.0535
AT1G71520.1	582	403	0	0
AT1G35240.1	1773	1594	0	0
AT1G48720.1	294	115	0.949157	10.8106
AT1G38423.1	3606	3427	0	0
AT1G37735.1	3585	3406	0	0
AT1G37537.1	1104	925	0	0
AT1G11860.1	1600	1421	389	358.563
AT1G12280.1	2685	2506	9	4.70404
AT1G37405.1	5961	5782	0	0
AT1G12560.1	1033	854	0	0
AT1G67865.1	449	270	109	528.777
AT1G06430.1	2255	2076	97	61.2004
AT1G71090.1	1919	1740	25	18.8192
AT1G68560.1	3106	2927	509	227.774
AT1G12550.1	1177	998	1	1.31244
AT1G15790.1	771	592	5	11.0626
AT1G67860.1	459	280	37	173.083
AT1G38410.1	1200	1021	0	0
AT1G35220.1	3533	3354	19	7.41994
AT1G03790.1	1573	1394	2	1.87922
AT1G68285.1	528	349	0	0
AT1G48270.1	1464	1285	2	2.03862
AT1G67870.1	1135	956	102	139.75
AT1G20020.1	1394	1215	238	256.573
AT1G57270.1	82	4.33389	0	0
AT1G57300.1	82	4.33389	0	0
AT1G74470.1	1648	1469	1209	1077.99
AT1G40070.1	2206	2027	0	0
AT1G62190.1	1032	853	0	0
AT1G28327.1	1267	1088	0	0
AT1G68280.1	567	388	0	0
AT1G75650.1	73	4.05064	0	0
AT1G04030.1	1846	1667	7.56985	5.94787
AT1G75570.1	73	4.05064	0	0
AT1G62990.1	1319	1140	4	4.59584
AT1G17840.1	3045	2866	84.8202	38.7644
AT1G76700.1	1634	1455	11	9.90238
AT1G66350.1	1849	1670	4	3.13728
AT1G15160.1	1464	1285	3.51994	3.58792
AT1G60440.1	1481	1302	10	10.06
AT1G06130.1	1353	1174	9	10.0412
AT1G55980.1	1401	1222	2.17314	2.3293
AT1G66690.1	1114	935	1	1.40087
AT1G53630.1	1112	933	0	0
AT1G37471.1	2613	2434	0	0
AT1G60430.1	1052	873	11	16.504
AT1G20030.2	1578	1399	4	3.745
AT1G05870.1	878	699	6	11.243
AT1G50470.1	366	187	0	0
AT1G06420.1	1025	846	0	0
AT1G57210.1	82	4.33389	0	0
AT1G22650.1	1869	1690	13	10.0755
AT1G60170.1	1819	1640	36.6825	29.2971
AT1G20050.1	973	794	31	51.1389
AT1G74200.1	2450	2271	0	0
AT1G71080.1	1324	1145	31	35.4622
AT1G15780.1	4338	4159	26	8.18831
AT1G35490.1	1312	1133	0	0
AT1G03810.1	432	253	0	0
AT1G34740.1	4152	3973	0	0
AT1G48700.1	1174	995	0	0
AT1G06730.1	1968	1789	10	7.32149
AT1G71350.1	1933	1754	7	5.22731
AT1G67855.1	467	288	0	0
AT1G80250.1	72	4.02165	0	0
AT1G30430.1	73	4.05064	0	0
AT1G15410.1	2306	2127	14	8.62125
AT1G43320.1	357	178	0	0
AT1G76690.1	1339	1160	18	20.3247
AT1G53610.1	285	106	0	0
AT1G03800.1	738	559	3	7.02942
AT1G35480.1	967	788	0	0
AT1G43050.1	1821	1642	0	0
AT1G57240.1	82	4.33389	0	0
AT1G55510.1	1402	1223	10	10.7099
AT1G29210.1	73	4.05064	0	0
AT1G74210.1	1417	1238	11	11.6381
AT1G71500.1	1242	1063	106	130.612
AT1G60400.1	1212	1033	0	0
AT1G50070.1	80	4.26726	0	0
AT1G20110.1	2132	1953	58	38.8987
AT1G26430.1	74	4.0801	0	0
AT1G06380.1	953	774	4	6.76907
AT1G52170.1	74	4.0801	0	0
AT1G35270.1	1987	1808	0	0
AT1G62490.1	1005	826	0	0
AT1G33220.1	1008	829	0	0
AT1G04070.1	634	455	4	11.5149
AT1G06690.1	1389	1210	24	25.9798
AT1G56780.1	37	3.23562	0	0
AT1G62500.1	1458	1279	2	2.04819
AT1G76930.1	1060	881	214	318.162
AT1G35280.1	2358	2179	0	0
AT1G74170.1	3545	3366	2	0.778262
AT1G11890.1	1094	915	16	22.9039
AT1G60140.1	3146	2967	75	33.1096
AT1G60095.1	1750	1571	1	0.833746
AT1G67680.1	2263	2084	30.8621	19.3972
AT1G15740.1	2295	2116	84.6329	52.3882
AT1G56770.1	37	3.23562	0	0
AT1G62480.1	764	585	145	324.655
AT1G20430.1	640	461	33	93.7611
AT1G35260.1	767	588	7	15.593
AT1G06390.1	1634	1455	39	35.1084
AT1G29090.1	1255	1076	2	2.4346
AT1G06680.1	1139	960	2474	3375.5
AT1G15180.1	1687	1508	34.6029	30.0553
AT1G06370.1	1401	1222	4	4.28745
AT1G55400.1	733	554	0	0
AT1G20100.1	1322	1143	18	20.627
AT1G62530.1	1065	886	0	0
